,text,created_at,entities,id,public_metrics,context_annotations
61,Always customize your recruiting pitch. https://t.co/kXGFsOqQd6,2020-12-28T21:02:11.000Z,"{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/kXGFsOqQd6', 'expanded_url': 'https://twitter.com/marc_it/status/1343647529104273408', 'display_url': 'twitter.com/marc_it/status…'}]}",1343663560434577417,"{'retweet_count': 3, 'reply_count': 10, 'like_count': 192, 'quote_count': 2}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847544972781826048', 'name': 'Careers', 'description': 'Careers'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '961961812492148736', 'name': 'Recruitment', 'description': 'Recruitment'}}]"
62,@notgregkalai @lpolovets not until everyone moves.,2020-12-28T17:56:20.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'notgregkalai'}, {'start': 14, 'end': 24, 'username': 'lpolovets'}]}",1343616790052663296,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 7, 'quote_count': 0}",
63,@lpolovets then they move to Miami,2020-12-28T16:32:54.000Z,"{'annotations': [{'start': 29, 'end': 33, 'probability': 0.9213, 'type': 'Place', 'normalized_text': 'Miami'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'lpolovets'}]}",1343595794952286211,"{'retweet_count': 3, 'reply_count': 5, 'like_count': 70, 'quote_count': 0}",
64,@rivatez everyone is upgrading their wardrobe here.,2020-12-28T15:38:11.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'rivatez'}]}",1343582023034826757,"{'retweet_count': 1, 'reply_count': 11, 'like_count': 143, 'quote_count': 0}",
65,@arlogilbert yes anyone not willing to....,2020-12-28T15:27:09.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'arlogilbert'}]}",1343579247005331457,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",
66,"High growth, serious technology company based in Miami:  https://t.co/oLyvZgx8FH",2020-12-28T15:12:04.000Z,"{'annotations': [{'start': 49, 'end': 53, 'probability': 0.9969, 'type': 'Place', 'normalized_text': 'Miami'}], 'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/oLyvZgx8FH', 'expanded_url': 'https://techcrunch.com/2020/10/08/neocis-the-maker-of-dental-surgery-robots-roots-out-another-72-million/', 'display_url': 'techcrunch.com/2020/10/08/neo…'}]}",1343575449402826754,"{'retweet_count': 16, 'reply_count': 10, 'like_count': 221, 'quote_count': 0}",
67,"@ajt yes, only 1-10% of the interesting stuff is public.",2020-12-28T14:56:00.000Z,"{'mentions': [{'start': 0, 'end': 4, 'username': 'ajt'}]}",1343571406374789121,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 16, 'quote_count': 1}",
68,Everyday we will have new recruits.  Wait until you see what is in store for January! https://t.co/bZ7LnLGKCW,2020-12-28T14:43:46.000Z,"{'urls': [{'start': 86, 'end': 109, 'url': 'https://t.co/bZ7LnLGKCW', 'expanded_url': 'https://twitter.com/RamiReyesVC/status/1343553728314531840', 'display_url': 'twitter.com/RamiReyesVC/st…'}]}",1343568327197777927,"{'retweet_count': 7, 'reply_count': 16, 'like_count': 176, 'quote_count': 2}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847544972781826048', 'name': 'Careers', 'description': 'Careers'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '961961812492148736', 'name': 'Recruitment', 'description': 'Recruitment'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1046567715022856192', 'name': 'Venture capital', 'description': 'Venture Capital'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809849114074546176', 'name': 'Dwyane Wade'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '706083902411055104', 'name': 'Basketball'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '809849114074546176', 'name': 'Dwyane Wade'}}]"
69,"@robconeybeer Miami is targeted recruitment not mass movement, yet.",2020-12-28T12:19:17.000Z,"{'annotations': [{'start': 14, 'end': 18, 'probability': 0.8258, 'type': 'Place', 'normalized_text': 'Miami'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'robconeybeer'}]}",1343531966818353152,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 21, 'quote_count': 0}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847544972781826048', 'name': 'Careers', 'description': 'Careers'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '961961812492148736', 'name': 'Recruitment', 'description': 'Recruitment'}}]"
70,@AlanPearlstein 40 or so,2020-12-28T00:33:25.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'AlanPearlstein'}]}",1343354329776971782,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",
71,:) https://t.co/2BxUjL27iu,2020-12-28T00:18:57.000Z,"{'urls': [{'start': 3, 'end': 26, 'url': 'https://t.co/2BxUjL27iu', 'expanded_url': 'https://twitter.com/GBousis/status/1343274362854637572', 'display_url': 'twitter.com/GBousis/status…'}]}",1343350692191350792,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 28, 'quote_count': 0}",
72,"@micsolana OMFG.  Politicians work for citizens, not the other way around.",2020-12-28T00:09:34.000Z,"{'mentions': [{'start': 0, 'end': 10, 'username': 'micsolana'}]}",1343348329657282561,"{'retweet_count': 3, 'reply_count': 10, 'like_count': 223, 'quote_count': 0}",
73,"@Alex_Danco brave but funding will be easy, recruiting designers is easier than SF, individual engineers want to live here, and we can help w proven executives.",2020-12-28T00:07:57.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Alex_Danco'}]}",1343347921962545153,"{'retweet_count': 0, 'reply_count': 8, 'like_count': 53, 'quote_count': 0}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847544972781826048', 'name': 'Careers', 'description': 'Careers'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '961961812492148736', 'name': 'Recruitment', 'description': 'Recruitment'}}]"
74,@m_franceschetti @JuliaLipton @SamCorcos @Austen @mrsharma @BRosenblatt4 @zebulgar @austin_rief @toddg777 @rahulvohra @seanrose @eglyman @eightsleep Discuss w @cory.,2020-12-27T21:39:07.000Z,"{'mentions': [{'start': 0, 'end': 16, 'username': 'm_franceschetti'}, {'start': 17, 'end': 29, 'username': 'JuliaLipton'}, {'start': 30, 'end': 40, 'username': 'SamCorcos'}, {'start': 41, 'end': 48, 'username': 'Austen'}, {'start': 49, 'end': 58, 'username': 'mrsharma'}, {'start': 59, 'end': 72, 'username': 'BRosenblatt4'}, {'start': 73, 'end': 82, 'username': 'zebulgar'}, {'start': 83, 'end': 95, 'username': 'austin_rief'}, {'start': 96, 'end': 105, 'username': 'toddg777'}, {'start': 106, 'end': 117, 'username': 'rahulvohra'}, {'start': 118, 'end': 127, 'username': 'seanrose'}, {'start': 128, 'end': 136, 'username': 'eglyman'}, {'start': 137, 'end': 148, 'username': 'eightsleep'}, {'start': 159, 'end': 164, 'username': 'cory'}]}",1343310467696119817,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",
75,@dshaw002 @neurosys_zero Forthcoming in January :),2020-12-27T21:23:28.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'dshaw002'}, {'start': 10, 'end': 24, 'username': 'neurosys_zero'}]}",1343306527168487424,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",
76,"@m_franceschetti @Austen @seanrose @mrsharma @BRosenblatt4 @zebulgar @SamCorcos @austin_rief @toddg777 @rahulvohra @eglyman @eightsleep Last time, I taught a class there were 17 newbies so don’t worry.",2020-12-27T21:17:49.000Z,"{'mentions': [{'start': 0, 'end': 16, 'username': 'm_franceschetti'}, {'start': 17, 'end': 24, 'username': 'Austen'}, {'start': 25, 'end': 34, 'username': 'seanrose'}, {'start': 35, 'end': 44, 'username': 'mrsharma'}, {'start': 45, 'end': 58, 'username': 'BRosenblatt4'}, {'start': 59, 'end': 68, 'username': 'zebulgar'}, {'start': 69, 'end': 79, 'username': 'SamCorcos'}, {'start': 80, 'end': 92, 'username': 'austin_rief'}, {'start': 93, 'end': 102, 'username': 'toddg777'}, {'start': 103, 'end': 114, 'username': 'rahulvohra'}, {'start': 115, 'end': 123, 'username': 'eglyman'}, {'start': 124, 'end': 135, 'username': 'eightsleep'}]}",1343305104846450689,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 14, 'quote_count': 0}",
77,@seanrose @m_franceschetti @Austen @mrsharma @BRosenblatt4 @zebulgar @SamCorcos @austin_rief @toddg777 @rahulvohra @eglyman @eightsleep Confirmed. I will be teaching one in Miami in Jan/Feb.,2020-12-27T21:12:59.000Z,"{'annotations': [{'start': 173, 'end': 177, 'probability': 0.9909, 'type': 'Place', 'normalized_text': 'Miami'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'seanrose'}, {'start': 10, 'end': 26, 'username': 'm_franceschetti'}, {'start': 27, 'end': 34, 'username': 'Austen'}, {'start': 35, 'end': 44, 'username': 'mrsharma'}, {'start': 45, 'end': 58, 'username': 'BRosenblatt4'}, {'start': 59, 'end': 68, 'username': 'zebulgar'}, {'start': 69, 'end': 79, 'username': 'SamCorcos'}, {'start': 80, 'end': 92, 'username': 'austin_rief'}, {'start': 93, 'end': 102, 'username': 'toddg777'}, {'start': 103, 'end': 114, 'username': 'rahulvohra'}, {'start': 115, 'end': 123, 'username': 'eglyman'}, {'start': 124, 'end': 135, 'username': 'eightsleep'}]}",1343303891253932032,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 30, 'quote_count': 1}",
78,@giladb87 goal is to persuade another 100x to move.,2020-12-27T17:57:20.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'giladb87'}]}",1343254652633149441,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 41, 'quote_count': 1}",
79,@myprasanna @zebulgar @Austen @Opendoor @peterthiel ufungu fight,2020-12-27T17:19:36.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'myprasanna'}, {'start': 12, 'end': 21, 'username': 'zebulgar'}, {'start': 22, 'end': 29, 'username': 'Austen'}, {'start': 30, 'end': 39, 'username': 'Opendoor'}, {'start': 40, 'end': 51, 'username': 'peterthiel'}]}",1343245156993167363,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",
80,"@benblumenrose yes, i agree re kids.",2020-12-27T17:16:05.000Z,"{'mentions': [{'start': 0, 'end': 14, 'username': 'benblumenrose'}]}",1343244270615093248,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",
81,"@zachcoelius reasonable, although i seriously no longer believe in SF network effects.",2020-12-27T17:15:02.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'zachcoelius'}]}",1343244008160690176,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 27, 'quote_count': 0}",
82,@Roryfelton too cold:),2020-12-27T17:13:55.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Roryfelton'}]}",1343243725728854021,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 7, 'quote_count': 0}",
83,@lpbreva yes,2020-12-27T15:34:12.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'lpbreva'}]}",1343218633305108481,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}",
84,@jamespoulos 51,2020-12-27T15:34:02.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'jamespoulos'}]}",1343218590548426752,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",
85,@jamespoulos aprrox 40,2020-12-27T15:29:25.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'jamespoulos'}]}",1343217428025778177,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 14, 'quote_count': 0}",
86,@zachcoelius for someone who has neither funded nor created any network effect businesses you are quite confident.,2020-12-27T15:23:32.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'zachcoelius'}]}",1343215946954133504,"{'retweet_count': 4, 'reply_count': 9, 'like_count': 91, 'quote_count': 1}",
87,Narrative violation:  Median age of people I have met who escaped Silicon Valley for Miami is 30-31.,2020-12-27T15:17:19.000Z,"{'annotations': [{'start': 66, 'end': 79, 'probability': 0.6146, 'type': 'Organization', 'normalized_text': 'Silicon Valley'}, {'start': 85, 'end': 89, 'probability': 0.9195, 'type': 'Place', 'normalized_text': 'Miami'}]}",1343214383149813761,"{'retweet_count': 31, 'reply_count': 55, 'like_count': 605, 'quote_count': 8}",
88,@DumpTrumpism @shervin @FrancisSuarez Not a Trump supporter.,2020-12-27T12:53:36.000Z,"{'annotations': [{'start': 44, 'end': 48, 'probability': 0.9958, 'type': 'Person', 'normalized_text': 'Trump'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'DumpTrumpism'}, {'start': 14, 'end': 22, 'username': 'shervin'}, {'start': 23, 'end': 37, 'username': 'FrancisSuarez'}]}",1343178218086543360,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]"
89,@geostan77 @jaravis @ronboug @JTLonsdale @jeffiel @presidioknolls @backonmyfeet Miami has the lowest homicide rate since 1954 currently.  You can park a Lamborghini on the street in Wynwood and nobody disturbs it.,2020-12-27T12:53:07.000Z,"{'annotations': [{'start': 80, 'end': 84, 'probability': 0.9484, 'type': 'Place', 'normalized_text': 'Miami'}, {'start': 182, 'end': 188, 'probability': 0.9887, 'type': 'Place', 'normalized_text': 'Wynwood'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'geostan77'}, {'start': 11, 'end': 19, 'username': 'jaravis'}, {'start': 20, 'end': 28, 'username': 'ronboug'}, {'start': 29, 'end': 40, 'username': 'JTLonsdale'}, {'start': 41, 'end': 49, 'username': 'jeffiel'}, {'start': 50, 'end': 65, 'username': 'presidioknolls'}, {'start': 66, 'end': 79, 'username': 'backonmyfeet'}]}",1343178094308372480,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",
90,@SeidewandStyle Studying law :(,2020-12-27T12:51:13.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'SeidewandStyle'}]}",1343177618611433474,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
91,"@StephanGlobal @shervin True, but still stuck with all of the CA state issues.",2020-12-27T12:50:37.000Z,"{'annotations': [{'start': 62, 'end': 63, 'probability': 0.5272, 'type': 'Place', 'normalized_text': 'CA'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'StephanGlobal'}, {'start': 15, 'end': 23, 'username': 'shervin'}]}",1343177463959056385,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",
92,@b6n Just the successful ones do.,2020-12-27T12:48:58.000Z,"{'mentions': [{'start': 0, 'end': 4, 'username': 'b6n'}]}",1343177048970440704,"{'retweet_count': 0, 'reply_count': 6, 'like_count': 48, 'quote_count': 0}",
93,@ronboug @jaravis @geostan77 @JTLonsdale @jeffiel @presidioknolls @backonmyfeet Try Wikipedia.  Compare Miami to SF.,2020-12-27T12:47:45.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'ronboug'}, {'start': 9, 'end': 17, 'username': 'jaravis'}, {'start': 18, 'end': 28, 'username': 'geostan77'}, {'start': 29, 'end': 40, 'username': 'JTLonsdale'}, {'start': 41, 'end': 49, 'username': 'jeffiel'}, {'start': 50, 'end': 65, 'username': 'presidioknolls'}, {'start': 66, 'end': 79, 'username': 'backonmyfeet'}]}",1343176744438796288,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
94,@semil You can always join us in Miami.,2020-12-27T02:04:27.000Z,"{'annotations': [{'start': 33, 'end': 37, 'probability': 0.9973, 'type': 'Place', 'normalized_text': 'Miami'}], 'mentions': [{'start': 0, 'end': 6, 'username': 'semil'}]}",1343014854576246794,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 59, 'quote_count': 0}",
95,@Molson_Hart don’t follow me.  i could care less.,2020-12-26T20:03:13.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'Molson_Hart'}]}",1342923944718962693,"{'retweet_count': 1, 'reply_count': 15, 'like_count': 103, 'quote_count': 1}",
96,@Szy_Paula @Jai__Malik not really.,2020-12-26T17:39:54.000Z,"{'mentions': [{'start': 0, 'end': 10, 'username': 'Szy_Paula'}, {'start': 11, 'end': 22, 'username': 'Jai__Malik'}]}",1342887880130236416,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",
97,True. https://t.co/no5bk1ih8W,2020-12-26T16:56:54.000Z,"{'urls': [{'start': 6, 'end': 29, 'url': 'https://t.co/no5bk1ih8W', 'expanded_url': 'https://twitter.com/jonoringer/status/1342843699642986497', 'display_url': 'twitter.com/jonoringer/sta…'}]}",1342877055483060224,"{'retweet_count': 9, 'reply_count': 10, 'like_count': 120, 'quote_count': 1}","[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10046131479', 'name': 'Shutterstock'}}]"
