,public_metrics,created_at,id,context_annotations,text,entities
26,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",2020-12-30T01:16:32.000Z,1344089957632110593,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '834828264786898945', 'name': 'Drinks', 'description': 'Drinks'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '834828445238431744', 'name': 'Generic Drinks', 'description': 'Generic Drinks'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '850442647088971776', 'name': 'Coffee', 'description': 'Coffee'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '834828264786898945', 'name': 'Drinks', 'description': 'Drinks'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '834828445238431744', 'name': 'Generic Drinks', 'description': 'Generic Drinks'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '850442647088971776', 'name': 'Coffee', 'description': 'Coffee'}}]",here is the RSS feed for the espresso show https://t.co/5KETtVVCeJ,"{'urls': [{'start': 43, 'end': 66, 'url': 'https://t.co/5KETtVVCeJ', 'expanded_url': 'https://capiche.fm/rss/4Wpf1STUHW2fWR9vedtOb4o=--h6iY%2FOperpXf%2Fyr1--hEAcsJQJTbmwhzeZ0CB6mA==', 'display_url': 'capiche.fm/rss/4Wpf1STUHW…'}]}"
27,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 21, 'quote_count': 0}",2020-12-30T01:13:17.000Z,1344089138471919616,,"loving the updates to the @CapicheFm platform... it's like Clubhouse and Podcasting/zencaster put together

signup for my show here: https://t.co/AlI5QOfVYZ 

also, unlike @joinClubhouse you get to OWN your audience (and their phone numbers! cc @awwstn )","{'mentions': [{'start': 26, 'end': 36, 'username': 'CapicheFm'}, {'start': 172, 'end': 186, 'username': 'joinClubhouse'}, {'start': 245, 'end': 252, 'username': 'awwstn'}], 'urls': [{'start': 133, 'end': 156, 'url': 'https://t.co/AlI5QOfVYZ', 'expanded_url': 'https://capiche.fm/jason', 'display_url': 'capiche.fm/jason'}]}"
28,"{'retweet_count': 7, 'reply_count': 1, 'like_count': 37, 'quote_count': 2}",2020-12-30T00:01:08.000Z,1344070981376040961,,🗑  👹 https://t.co/azzjtvo8R0,"{'urls': [{'start': 5, 'end': 28, 'url': 'https://t.co/azzjtvo8R0', 'expanded_url': 'https://twitter.com/sesamestreet/status/1343919740813778945/video/1', 'display_url': 'pic.twitter.com/azzjtvo8R0'}]}"
29,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 16, 'quote_count': 0}",2020-12-29T22:10:58.000Z,1344043259497074689,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847868745150119936', 'name': 'Home & family', 'description': 'Hobbies and interests'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10029382357', 'name': 'YouTube'}}]",Building The Future of Personal Nutrition | The Portfolio: NutriSense | ... https://t.co/4vOuCpdLta via @YouTube,"{'mentions': [{'start': 104, 'end': 112, 'username': 'YouTube'}], 'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/4vOuCpdLta', 'expanded_url': 'https://youtu.be/2Qsbcrw5-pg', 'display_url': 'youtu.be/2Qsbcrw5-pg'}]}"
30,"{'retweet_count': 3, 'reply_count': 5, 'like_count': 27, 'quote_count': 0}",2020-12-29T21:09:22.000Z,1344027755860508673,,more https://t.co/FLWKjplnNG,"{'urls': [{'start': 5, 'end': 28, 'url': 'https://t.co/FLWKjplnNG', 'expanded_url': 'https://cafexapp.com/', 'display_url': 'cafexapp.com'}]}"
31,"{'retweet_count': 8, 'reply_count': 6, 'like_count': 104, 'quote_count': 2}",2020-12-29T21:09:22.000Z,1344027755055222784,,"You can now buy the @getcafex machine! 

They made a calculator here for the business of a robotic beverage machine... which can operate 24 hours a day, 7 days a week https://t.co/cBEBRK2UzO","{'mentions': [{'start': 20, 'end': 29, 'username': 'getcafex'}], 'urls': [{'start': 167, 'end': 190, 'url': 'https://t.co/cBEBRK2UzO', 'expanded_url': 'https://www.calconic.com/calculator-widgets/cafex-calculator/5f4c7b2cd38e1a001e61c269', 'display_url': 'calconic.com/calculator-wid…'}]}"
32,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2020-12-29T20:58:33.000Z,1344025032700305409,,"@pitdesi predicting high profile, so usual suspects","{'mentions': [{'start': 0, 'end': 8, 'username': 'pitdesi'}]}"
33,"{'retweet_count': 20, 'reply_count': 44, 'like_count': 416, 'quote_count': 5}",2020-12-29T20:46:12.000Z,1344021924976869376,"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '824777229892661248', 'name': 'Generic Food', 'description': 'Generic Food'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '841969352828112896', 'name': 'Fruits', 'description': 'Fruits'}}]","#MACA

Move America to the Center Again","{'annotations': [{'start': 12, 'end': 18, 'probability': 0.95, 'type': 'Place', 'normalized_text': 'America'}], 'hashtags': [{'start': 0, 'end': 5, 'tag': 'MACA'}]}"
34,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",2020-12-29T08:06:16.000Z,1343830680359239685,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}]","@zachcoelius can you imagine we try &amp; find companies to syndicate them, &amp; all we needed to do this whole time was create a crypto coin, manipulate the market, sell it to a bunch of suckers, &amp; then claim the SEC is anti-innovation! (allegedly... as in according to the SEC case)","{'annotations': [{'start': 207, 'end': 209, 'probability': 0.8084, 'type': 'Organization', 'normalized_text': 'SEC'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'zachcoelius'}]}"
35,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-29T08:04:21.000Z,1343830201159991298,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847868745150119936', 'name': 'Home & family', 'description': 'Hobbies and interests'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '872553326499422208', 'name': 'Fitness', 'description': 'Fitness'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '903303816698671104', 'name': 'Wellness and health', 'description': 'Wellness & Health'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '872554146750017536', 'name': 'Exercises', 'description': 'Exercises'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '918538775055048704', 'name': 'Physical Wellness', 'description': 'Physical Wellness'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '917496899715788801', 'name': 'Running', 'description': 'Running'}}]","@storpis @adamnash we own some bitcoin at 200 and 800, so we good fam 

... and I'm wildly impressed by this run up and curious to see if this is the time it goes to 100k or if it goes back down to 5k","{'mentions': [{'start': 0, 'end': 8, 'username': 'storpis'}, {'start': 9, 'end': 18, 'username': 'adamnash'}]}"
36,"{'retweet_count': 1, 'reply_count': 4, 'like_count': 32, 'quote_count': 0}",2020-12-29T08:02:39.000Z,1343829773194153985,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '903303816698671104', 'name': 'Wellness and health', 'description': 'Wellness & Health'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '918538847302041600', 'name': 'Community Health', 'description': 'Community Health'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '920768310152593408', 'name': 'Common Medication', 'description': 'Common Medication'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",just put @friedberg / QoQ in charge of the #vaccine distribution #allinarmy https://t.co/0187GBhcZV,"{'hashtags': [{'start': 43, 'end': 51, 'tag': 'vaccine'}, {'start': 65, 'end': 75, 'tag': 'allinarmy'}], 'mentions': [{'start': 9, 'end': 19, 'username': 'friedberg'}], 'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/0187GBhcZV', 'expanded_url': 'https://twitter.com/friedberg/status/1343826355121659905', 'display_url': 'twitter.com/friedberg/stat…'}]}"
37,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 41, 'quote_count': 0}",2020-12-29T07:58:07.000Z,1343828633299775488,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '903303816698671104', 'name': 'Wellness and health', 'description': 'Wellness & Health'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '918538847302041600', 'name': 'Community Health', 'description': 'Community Health'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '920768310152593408', 'name': 'Common Medication', 'description': 'Common Medication'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]","@friedberg i don't understand why they don't just say ""anyone over 65 come to one of these locations 7 days a week 24 hours a day"" until we get all these vaccines used 

just a website!","{'mentions': [{'start': 0, 'end': 10, 'username': 'friedberg'}]}"
38,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",2020-12-29T07:29:06.000Z,1343821329720492034,,"and @pablohidalgo, send the kid a gift box or something","{'mentions': [{'start': 4, 'end': 17, 'username': 'pablohidalgo'}]}"
39,"{'retweet_count': 1, 'reply_count': 4, 'like_count': 24, 'quote_count': 0}",2020-12-29T07:27:38.000Z,1343820959799623681,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10058100319', 'name': 'The Mandalorian'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1057066125052174336', 'name': 'Jon Favreau', 'description': 'Jon Favreau'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1057066125052174336', 'name': 'Jon Favreau', 'description': 'Jon Favreau'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '986247671663898625', 'name': 'Star Wars', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}]","hey @Jon_Favreau @dave_filoni, give this kid a cameo in @themandalorian S3 -- maybe an internship?  https://t.co/pvjdSvbk5P","{'mentions': [{'start': 4, 'end': 16, 'username': 'Jon_Favreau'}, {'start': 17, 'end': 29, 'username': 'dave_filoni'}, {'start': 56, 'end': 71, 'username': 'themandalorian'}], 'urls': [{'start': 100, 'end': 123, 'url': 'https://t.co/pvjdSvbk5P', 'expanded_url': 'https://www.youtube.com/watch?v=YT5vnOSAE1c', 'display_url': 'youtube.com/watch?v=YT5vnO…'}]}"
40,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 2, 'quote_count': 0}",2020-12-29T06:20:28.000Z,1343804056037289984,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1007349748829786112', 'name': 'Ripple cryptocurrency', 'description': 'Ripple Cryptocurrency'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1047123725525479425', 'name': 'Information security', 'description': 'Information Security'}}]","@HammerToe @wantzjt @Plunk20 @Ripple If you knew the founders of bitcoin &amp; could show they manipulated markets, had inside information, &amp; gave bribes as they cleared positions  (as the @ripple team was doing according the SEC complaint), then, sure, #bitcoin would be a security!","{'hashtags': [{'start': 258, 'end': 266, 'tag': 'bitcoin'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'HammerToe'}, {'start': 11, 'end': 19, 'username': 'wantzjt'}, {'start': 20, 'end': 28, 'username': 'Plunk20'}, {'start': 29, 'end': 36, 'username': 'Ripple'}, {'start': 193, 'end': 200, 'username': 'Ripple'}]}"
