,context_annotations,created_at,text,entities,id,public_metrics
39,,2020-12-19T23:11:49.000Z,@Jason @theallinpod I’m definitely not saying it now.,"{'mentions': [{'start': 0, 'end': 6, 'username': 'Jason'}, {'start': 7, 'end': 19, 'username': 'theallinpod'}]}",1340434693951393792,"{'retweet_count': 0, 'reply_count': 9, 'like_count': 88, 'quote_count': 1}"
40,,2020-12-19T21:31:32.000Z,@Jason Wasn’t this the plot of a movie? https://t.co/MTCO62DTPF,"{'mentions': [{'start': 0, 'end': 6, 'username': 'Jason'}], 'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/MTCO62DTPF', 'expanded_url': 'https://twitter.com/DavidSacks/status/1340409456992026624/photo/1', 'display_url': 'pic.twitter.com/MTCO62DTPF'}]}",1340409456992026624,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 18, 'quote_count': 0}"
41,,2020-12-19T20:00:40.000Z,"RT @sagar_tu: The discovery of @theallinpod has been such a value-add for me this year. Such a joy to listen to them. 

Above all else, the…","{'mentions': [{'start': 3, 'end': 12, 'username': 'sagar_tu'}, {'start': 31, 'end': 43, 'username': 'theallinpod'}]}",1340386589545963520,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
42,,2020-12-19T05:21:37.000Z,"RT @FreeThinker420: This was the best of the besties... I laughed, I cried, but most of all these guys reminded me how beautiful and valuab…","{'mentions': [{'start': 3, 'end': 18, 'username': 'FreeThinker420'}]}",1340165369739182080,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
43,,2020-12-19T05:19:51.000Z,@Jason @Innovate2Lead @theallinpod @chamath @friedberg I'm an excellent driver.,"{'mentions': [{'start': 0, 'end': 6, 'username': 'Jason'}, {'start': 7, 'end': 21, 'username': 'Innovate2Lead'}, {'start': 22, 'end': 34, 'username': 'theallinpod'}, {'start': 35, 'end': 43, 'username': 'chamath'}, {'start': 44, 'end': 54, 'username': 'friedberg'}]}",1340164924874444801,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 13, 'quote_count': 0}"
44,,2020-12-19T05:13:02.000Z,RT @chamath: Pod up! Wet your beak!! 💧 🐦,"{'mentions': [{'start': 3, 'end': 11, 'username': 'chamath'}]}",1340163207399309313,"{'retweet_count': 24, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
45,,2020-12-19T05:09:59.000Z,@watchstuffz @chamath Lol. The only thing more fun than taping @theallinpod is seeing all the fan memes about @theallinpod.,"{'mentions': [{'start': 0, 'end': 12, 'username': 'watchstuffz'}, {'start': 13, 'end': 21, 'username': 'chamath'}, {'start': 63, 'end': 75, 'username': 'theallinpod'}, {'start': 110, 'end': 122, 'username': 'theallinpod'}]}",1340162438600146945,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 12, 'quote_count': 0}"
46,,2020-12-19T04:54:02.000Z,@Innovate2Lead @theallinpod @Jason @chamath @friedberg Did I say that? Check the tape!,"{'mentions': [{'start': 0, 'end': 14, 'username': 'Innovate2Lead'}, {'start': 15, 'end': 27, 'username': 'theallinpod'}, {'start': 28, 'end': 34, 'username': 'Jason'}, {'start': 35, 'end': 43, 'username': 'chamath'}, {'start': 44, 'end': 54, 'username': 'friedberg'}]}",1340158426089844736,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}"
47,,2020-12-19T04:47:56.000Z,"RT @dadiomov: If I had to summarize the story of Silicon Valley, 

it's that a new company shows up, 

and everyone thinks it'll eat the in…","{'mentions': [{'start': 3, 'end': 12, 'username': 'dadiomov'}], 'annotations': [{'start': 49, 'end': 62, 'probability': 0.4614, 'type': 'Place', 'normalized_text': 'Silicon Valley'}]}",1340156889967992833,"{'retweet_count': 151, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
48,,2020-12-18T17:43:13.000Z,"RT @theallinpod: A little Friday 🔥🔥🔥 for the All-In army:

Introducing ""The Besties"" 🏅, our inaugural award show featuring the best, worst…","{'mentions': [{'start': 3, 'end': 15, 'username': 'theallinpod'}]}",1339989611448135681,"{'retweet_count': 24, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
49,,2020-12-18T04:29:01.000Z,"When Keith asked me if I wanted to invest in the Series A of OpenDoor, I thought the idea was crazy but I figured I would bet on Keith. In other words, it was a very Keith way of investing — bet on great talent even if (especially if) the idea is crazy. Thanks &amp; congrats @rabois! https://t.co/Ol9oGnrGPF","{'mentions': [{'start': 276, 'end': 283, 'username': 'rabois'}], 'annotations': [{'start': 5, 'end': 9, 'probability': 0.9932, 'type': 'Person', 'normalized_text': 'Keith'}, {'start': 61, 'end': 68, 'probability': 0.394, 'type': 'Person', 'normalized_text': 'OpenDoor'}, {'start': 129, 'end': 133, 'probability': 0.9658, 'type': 'Person', 'normalized_text': 'Keith'}, {'start': 166, 'end': 170, 'probability': 0.9298, 'type': 'Person', 'normalized_text': 'Keith'}], 'urls': [{'start': 285, 'end': 308, 'url': 'https://t.co/Ol9oGnrGPF', 'expanded_url': 'https://twitter.com/rabois/status/1339629512020078592', 'display_url': 'twitter.com/rabois/status/…'}]}",1339789742473297920,"{'retweet_count': 16, 'reply_count': 11, 'like_count': 628, 'quote_count': 4}"
50,,2020-12-17T19:58:06.000Z,"@TobennaA @Joaquin_V_Roca 🙏 Thanks guys! You’ve got me fired up. I’m not only in your corner, I’m in the ring! Just tell me who to 🥊!","{'mentions': [{'start': 0, 'end': 9, 'username': 'TobennaA'}, {'start': 10, 'end': 25, 'username': 'Joaquin_V_Roca'}]}",1339661166524567552,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 10, 'quote_count': 0}"
51,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '963114823935381504', 'name': 'Abraham Lincoln', 'description': 'Abraham Lincoln'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '963114823935381504', 'name': 'Abraham Lincoln', 'description': 'Abraham Lincoln'}}]",2020-12-17T03:23:32.000Z,"Abraham Lincoln was America’s greatest president. If these schools think he was a villain, what are they teaching the kids? https://t.co/y4GBBGLO0L","{'annotations': [{'start': 0, 'end': 14, 'probability': 0.9922, 'type': 'Person', 'normalized_text': 'Abraham Lincoln'}, {'start': 20, 'end': 26, 'probability': 0.982, 'type': 'Place', 'normalized_text': 'America'}], 'urls': [{'start': 124, 'end': 147, 'url': 'https://t.co/y4GBBGLO0L', 'expanded_url': 'https://www.sfchronicle.com/local-politics/article/Abraham-Lincoln-was-once-a-hero-In-some-S-F-15798744.php', 'display_url': 'sfchronicle.com/local-politics…'}]}",1339410874239336449,"{'retweet_count': 25, 'reply_count': 32, 'like_count': 412, 'quote_count': 10}"
52,,2020-12-17T03:13:25.000Z,"Craft led the Seed round at the beginning of the year: 

https://t.co/YbtpNOJ6Ru","{'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/YbtpNOJ6Ru', 'expanded_url': 'https://twitter.com/davidsacks/status/1222962668455116801?s=21', 'display_url': 'twitter.com/davidsacks/sta…'}]}",1339408328498139139,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 28, 'quote_count': 0}"
53,,2020-12-17T03:10:51.000Z,"What a great year for @CloudTrucks! Congrats @TobennaA and team!

https://t.co/N2uUCsxWe3","{'mentions': [{'start': 22, 'end': 34, 'username': 'CloudTrucks'}, {'start': 45, 'end': 54, 'username': 'TobennaA'}], 'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/N2uUCsxWe3', 'expanded_url': 'https://www.forbes.com/sites/igorbosilkovski/2020/12/16/meet-the-nigerian-entrepreneur-who-just-raised-205-million-to-help-truck-drivers-manage-their-business/', 'display_url': 'forbes.com/sites/igorbosi…'}]}",1339407682566905857,"{'retweet_count': 9, 'reply_count': 6, 'like_count': 137, 'quote_count': 4}"
54,,2020-12-16T00:38:50.000Z,"RT @lunchclubai: So you wanna be a founder? Silicon Valley legend @DavidSacks’s advice:

Don’t start a company unless you have a great idea…","{'mentions': [{'start': 3, 'end': 15, 'username': 'lunchclubai'}, {'start': 66, 'end': 77, 'username': 'DavidSacks'}], 'annotations': [{'start': 44, 'end': 57, 'probability': 0.4419, 'type': 'Organization', 'normalized_text': 'Silicon Valley'}]}",1339007041881350144,"{'retweet_count': 13, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
55,,2020-12-15T19:54:43.000Z,"Congrats to @DJ_CURFEW @clickup on their 🦄 round and creating a fantastic product that’s become a 🚀! For more on why we’re so excited, here’s our original blog post explaining why we led the Series A round earlier this year:
https://t.co/XR7vXEJ4wA https://t.co/rG7z5RFXK3","{'mentions': [{'start': 12, 'end': 22, 'username': 'DJ_CURFEW'}, {'start': 23, 'end': 31, 'username': 'clickup'}], 'urls': [{'start': 225, 'end': 248, 'url': 'https://t.co/XR7vXEJ4wA', 'expanded_url': 'https://medium.com/craft-ventures/why-we-invested-in-clickup-9732c81d3dfa', 'display_url': 'medium.com/craft-ventures…'}, {'start': 249, 'end': 272, 'url': 'https://t.co/rG7z5RFXK3', 'expanded_url': 'https://twitter.com/Katie_Roof/status/1338891591923032066', 'display_url': 'twitter.com/Katie_Roof/sta…'}]}",1338935539886538752,"{'retweet_count': 2, 'reply_count': 4, 'like_count': 40, 'quote_count': 3}"
56,,2020-12-15T06:05:19.000Z,"Why does B2B &gt; B2C SaaS? 

Expansion. 

Businesses understand that if they use a product more, they should pay more (eg seat expansion). 

Consumers buy a subscription to cap their price. The whole point is not to pay more, no matter how much they use it.

https://t.co/HvclJLFBd0","{'urls': [{'start': 260, 'end': 283, 'url': 'https://t.co/HvclJLFBd0', 'expanded_url': 'https://sacks.substack.com/p/individuals-or-teams-whos-the-better', 'display_url': 'sacks.substack.com/p/individuals-…'}]}",1338726812768063488,"{'retweet_count': 33, 'reply_count': 7, 'like_count': 383, 'quote_count': 3}"
57,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '849075881653846016', 'name': 'Startups', 'description': 'Startups'}}]",2020-12-13T22:25:05.000Z,"Thanks @lennysan! Yours is too:

https://t.co/PfTu66vQmc https://t.co/cE9zfSYhVq","{'mentions': [{'start': 7, 'end': 16, 'username': 'lennysan'}], 'urls': [{'start': 33, 'end': 56, 'url': 'https://t.co/PfTu66vQmc', 'expanded_url': 'https://www.lennyrachitsky.com/', 'display_url': 'lennyrachitsky.com'}, {'start': 57, 'end': 80, 'url': 'https://t.co/cE9zfSYhVq', 'expanded_url': 'https://twitter.com/lennysan/status/1338243438945292290', 'display_url': 'twitter.com/lennysan/statu…'}]}",1338248606164271105,"{'retweet_count': 4, 'reply_count': 3, 'like_count': 98, 'quote_count': 0}"
58,,2020-12-12T18:34:54.000Z,@OLYsounds @theallinpod @Jason @chamath @friedberg That’s incredible!,"{'mentions': [{'start': 0, 'end': 10, 'username': 'OLYsounds'}, {'start': 11, 'end': 23, 'username': 'theallinpod'}, {'start': 24, 'end': 30, 'username': 'Jason'}, {'start': 31, 'end': 39, 'username': 'chamath'}, {'start': 40, 'end': 50, 'username': 'friedberg'}]}",1337828289574961153,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}"
59,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '783337372406517762', 'name': 'Online Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10032901311', 'name': 'Airbnb'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '864938653063159808', 'name': 'Hospitality', 'description': 'Hospitality'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597226799105', 'name': 'B2B'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597109358593', 'name': 'Insurance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597172203520', 'name': 'Services'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '783337372406517762', 'name': 'Online Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10032901311', 'name': 'Airbnb'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10042890484', 'name': 'Metromile'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043701875', 'name': 'Yammer'}}]",2020-12-12T03:42:52.000Z,"@soobin @Jason @KyleRichless @vander_meiden @johnwildauer @chamath @BigDawgSaluki @bchesky @Airbnb @friedberg @phil_hellmuth @Metromile Yammer did almost $60 million in sales the year of acquisition, growing 3x YoY. Top 5 fastest growing SaaS company. Then got integrated and disappeared. Easily would be multi 🦄 today.","{'mentions': [{'start': 0, 'end': 7, 'username': 'soobin'}, {'start': 8, 'end': 14, 'username': 'Jason'}, {'start': 15, 'end': 28, 'username': 'KyleRichless'}, {'start': 29, 'end': 43, 'username': 'vander_meiden'}, {'start': 44, 'end': 57, 'username': 'johnwildauer'}, {'start': 58, 'end': 66, 'username': 'chamath'}, {'start': 67, 'end': 81, 'username': 'BigDawgSaluki'}, {'start': 82, 'end': 90, 'username': 'bchesky'}, {'start': 91, 'end': 98, 'username': 'Airbnb'}, {'start': 99, 'end': 109, 'username': 'friedberg'}, {'start': 110, 'end': 124, 'username': 'phil_hellmuth'}, {'start': 125, 'end': 135, 'username': 'Metromile'}]}",1337603801583288322,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}"
60,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '783337372406517762', 'name': 'Online Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10032901311', 'name': 'Airbnb'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '864938653063159808', 'name': 'Hospitality', 'description': 'Hospitality'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597109358593', 'name': 'Insurance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '783337372406517762', 'name': 'Online Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10032901311', 'name': 'Airbnb'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10042890484', 'name': 'Metromile'}}]",2020-12-12T01:36:54.000Z,"@KyleRichless @vander_meiden @Jason @johnwildauer @chamath @BigDawgSaluki @bchesky @Airbnb @friedberg @phil_hellmuth @Metromile Is this an attempt to suck up to me or to turn Besties against each other? Either way, I like it.","{'mentions': [{'start': 0, 'end': 13, 'username': 'KyleRichless'}, {'start': 14, 'end': 28, 'username': 'vander_meiden'}, {'start': 29, 'end': 35, 'username': 'Jason'}, {'start': 36, 'end': 49, 'username': 'johnwildauer'}, {'start': 50, 'end': 58, 'username': 'chamath'}, {'start': 59, 'end': 73, 'username': 'BigDawgSaluki'}, {'start': 74, 'end': 82, 'username': 'bchesky'}, {'start': 83, 'end': 90, 'username': 'Airbnb'}, {'start': 91, 'end': 101, 'username': 'friedberg'}, {'start': 102, 'end': 116, 'username': 'phil_hellmuth'}, {'start': 117, 'end': 127, 'username': 'Metromile'}]}",1337572101314625537,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}"
